id,Date,Weekday,User_NO,Stationery_NO,Count
11586,2009-07-06,0,4,2,5
11587,2009-07-06,0,2,6,10
11588,2009-07-06,0,1,1,8
11589,2009-07-06,0,2,3,2
11590,2009-07-07,1,4,1,13
11591,2009-07-08,2,1,4,1
11592,2009-07-08,2,1,2,4
11593,2009-07-08,2,2,5,14
11594,2009-07-08,2,2,1,1
11595,2009-07-08,2,4,6,6
11596,2009-07-08,2,1,3,2
11597,2009-07-09,3,2,2,13
11598,2009-07-10,4,1,1,4
11599,2009-07-10,4,2,4,6
11600,2009-07-10,4,4,5,1
11601,2009-07-10,4,1,6,7
11602,2009-07-10,4,3,3,13
11603,2009-07-13,0,2,5,9
11604,2009-07-13,0,1,2,13
11605,2009-07-13,0,2,1,7
11606,2009-07-13,0,4,6,6
11607,2009-07-13,0,1,3,5
11608,2009-07-13,0,1,4,10
11609,2009-07-14,1,4,5,6
11610,2009-07-14,1,4,4,4
11611,2009-07-14,1,1,1,9
11612,2009-07-14,1,3,3,2
11613,2009-07-14,1,2,6,13
11614,2009-07-14,1,4,2,4
11615,2009-07-15,2,3,2,6
11616,2009-07-15,2,4,6,1
11617,2009-07-15,2,3,3,5
11618,2009-07-15,2,3,4,3
11619,2009-07-15,2,4,1,9
11620,2009-07-16,3,1,2,2
11621,2009-07-16,3,4,5,1
11622,2009-07-16,3,4,4,2
11623,2009-07-16,3,4,3,7
11624,2009-07-16,3,4,6,10
11625,2009-07-16,3,1,1,6
11626,2009-07-17,4,2,6,3
11627,2009-07-17,4,4,6,8
11628,2009-07-17,4,4,1,3
11629,2009-07-17,4,2,3,1
11630,2009-07-20,0,1,6,9
11631,2009-07-20,0,4,4,6
11632,2009-07-20,0,1,5,2
11633,2009-07-20,0,3,3,1
11634,2009-07-20,0,2,1,4
11635,2009-07-20,0,3,2,13
11636,2009-07-21,1,3,5,11
11637,2009-07-21,1,3,4,13
11638,2009-07-21,1,2,1,1
11639,2009-07-21,1,4,2,2
11640,2009-07-21,1,1,6,11
11641,2009-07-22,2,1,6,1
11642,2009-07-22,2,2,2,4
11643,2009-07-22,2,2,3,10
11644,2009-07-22,2,3,5,7
11645,2009-07-22,2,2,4,5
11646,2009-07-22,2,3,1,8
11647,2009-07-23,3,2,6,5
11648,2009-07-23,3,4,2,13
11649,2009-07-23,3,1,5,6
11650,2009-07-23,3,4,1,14
11651,2009-07-23,3,2,3,2
11652,2009-07-23,3,4,4,9
11653,2009-07-23,3,4,3,6
11654,2009-07-24,4,1,4,3
11655,2009-07-24,4,2,2,4
11656,2009-07-24,4,1,1,8
11657,2009-07-24,4,2,3,3
11658,2009-07-27,0,2,6,7
11659,2009-07-27,0,4,3,14
11660,2009-07-27,0,4,5,3
11661,2009-07-28,1,4,5,4
11662,2009-07-28,1,1,1,8
11663,2009-07-28,1,3,3,2
11664,2009-07-28,1,4,4,1
11665,2009-07-28,1,4,2,12
11666,2009-07-28,1,1,6,7
11667,2009-07-29,2,2,5,4
11668,2009-07-29,2,4,1,3
11669,2009-07-29,2,3,3,5
11670,2009-07-29,2,2,6,6
11671,2009-07-29,2,1,2,3
11672,2009-07-29,2,2,4,13
11673,2009-07-30,3,4,1,5
11674,2009-07-30,3,1,3,12
11675,2009-07-30,3,4,6,1
11676,2009-07-30,3,1,2,3
11677,2009-07-30,3,1,4,3
11678,2009-07-31,4,3,6,12
11679,2009-07-31,4,1,4,9
11680,2009-07-31,4,1,3,6
11681,2009-07-31,4,1,5,17
11682,2009-07-31,4,3,2,4
11683,2009-07-31,4,2,1,14
11684,2009-08-03,0,2,3,2
11685,2009-08-03,0,2,4,2
11686,2009-08-03,0,2,6,4
11687,2009-08-03,0,4,2,1
11688,2009-08-04,1,4,3,1
11689,2009-08-04,1,3,1,13
11690,2009-08-04,1,4,5,10
11691,2009-08-04,1,1,4,6
11692,2009-08-04,1,2,2,11
11693,2009-08-04,1,2,6,9
11694,2009-08-05,2,3,6,4
11695,2009-08-05,2,3,5,2
11696,2009-08-05,2,1,1,2
11697,2009-08-05,2,3,4,11
11698,2009-08-05,2,1,2,9
11699,2009-08-05,2,3,3,13
11700,2009-08-06,3,1,1,4
11701,2009-08-07,4,4,6,8
11702,2009-08-07,4,1,4,1
11703,2009-08-07,4,3,1,9
11704,2009-08-07,4,1,5,7
11705,2009-08-07,4,1,2,8
11706,2009-08-07,4,1,3,14
11707,2009-08-10,0,4,2,3
11708,2009-08-10,0,2,4,13
11709,2009-08-10,0,2,1,12
11710,2009-08-11,1,1,6,2
11711,2009-08-11,1,3,1,3
11712,2009-08-11,1,2,4,9
11713,2009-08-11,1,2,3,3
11714,2009-08-11,1,3,2,12
11715,2009-08-11,1,2,5,2
11716,2009-08-11,1,2,1,6
11717,2009-08-12,2,1,5,6
11718,2009-08-12,2,2,4,8
11719,2009-08-12,2,4,3,1
11720,2009-08-12,2,1,2,4
11721,2009-08-12,2,2,6,4
11722,2009-08-12,2,3,1,9
11723,2009-08-13,3,1,4,3
11724,2009-08-13,3,2,5,15
11725,2009-08-13,3,1,1,3
11726,2009-08-13,3,1,6,5
11727,2009-08-13,3,2,3,7
11728,2009-08-13,3,2,2,13
11729,2009-08-14,4,3,5,4
11730,2009-08-14,4,1,4,1
11731,2009-08-14,4,2,2,11
11732,2009-08-14,4,4,3,9
11733,2009-08-14,4,4,6,3
11734,2009-08-14,4,2,1,9
11735,2009-08-14,4,3,6,5
11736,2009-08-17,0,2,2,7
11737,2009-08-17,0,2,4,12
11738,2009-08-17,0,2,6,12
11739,2009-08-17,0,2,3,1
11740,2009-08-17,0,2,5,7
11741,2009-08-18,1,1,5,1
11742,2009-08-18,1,4,2,1
11743,2009-08-18,1,1,4,2
11744,2009-08-18,1,4,6,1
11745,2009-08-18,1,1,3,1
11746,2009-08-18,1,3,1,4
11747,2009-08-19,2,3,1,3
11748,2009-08-19,2,3,4,2
11749,2009-08-19,2,3,2,14
11750,2009-08-19,2,3,3,3
11751,2009-08-19,2,1,5,10
11752,2009-08-20,3,4,2,13
11753,2009-08-20,3,4,4,13
11754,2009-08-20,3,3,3,2
11755,2009-08-20,3,3,6,4
11756,2009-08-20,3,4,5,6
11757,2009-08-20,3,4,1,2
11758,2009-08-21,4,4,6,1
11759,2009-08-24,0,1,5,7
11760,2009-08-24,0,1,1,12
11761,2009-08-25,1,3,3,12
11762,2009-08-25,1,2,2,2
11763,2009-08-25,1,4,5,12
11764,2009-08-25,1,3,4,1
11765,2009-08-25,1,3,6,5
11766,2009-08-26,2,4,4,2
11767,2009-08-26,2,1,3,3
11768,2009-08-26,2,1,5,7
11769,2009-08-26,2,2,1,8
11770,2009-08-27,3,4,6,10
11771,2009-08-27,3,3,3,2
11772,2009-08-27,3,4,2,8
11773,2009-08-27,3,3,1,2
11774,2009-08-27,3,3,5,5
11775,2009-08-27,3,3,4,11
11776,2009-08-28,4,2,5,1
11777,2009-08-28,4,3,1,7
11778,2009-08-28,4,1,3,1
11779,2009-08-28,4,1,4,6
11780,2009-08-28,4,2,2,3
11781,2009-08-31,0,3,5,6
11782,2009-08-31,0,1,3,6
11783,2009-08-31,0,2,4,5
11784,2009-08-31,0,4,1,5
11785,2009-08-31,0,1,2,3
11786,2009-09-01,1,1,2,3
11787,2009-09-01,1,2,4,12
11788,2009-09-01,1,1,1,3
11789,2009-09-01,1,3,5,2
11790,2009-09-01,1,3,3,13
11791,2009-09-01,1,1,6,6
11792,2009-09-02,2,3,6,7
11793,2009-09-02,2,4,2,10
11794,2009-09-03,3,2,1,8
11795,2009-09-03,3,3,2,3
11796,2009-09-03,3,3,3,11
11797,2009-09-03,3,4,4,10
11798,2009-09-03,3,1,6,2
11799,2009-09-03,3,1,5,7
11800,2009-09-04,4,2,3,10
11801,2009-09-04,4,1,4,5
11802,2009-09-04,4,2,5,3
11803,2009-09-04,4,3,2,3
11804,2009-09-04,4,2,6,1
11805,2009-09-07,0,4,4,8
11806,2009-09-07,0,1,2,5
11807,2009-09-07,0,3,6,1
11808,2009-09-07,0,1,5,11
11809,2009-09-07,0,1,1,5
11810,2009-09-08,1,4,5,7
11811,2009-09-08,1,1,6,10
11812,2009-09-08,1,1,4,9
11813,2009-09-08,1,1,2,13
11814,2009-09-08,1,3,3,3
11815,2009-09-09,2,4,3,7
11816,2009-09-09,2,4,2,2
11817,2009-09-09,2,2,5,4
11818,2009-09-09,2,4,4,5
11819,2009-09-09,2,2,1,1
11820,2009-09-09,2,2,6,5
11821,2009-09-10,3,3,6,4
11822,2009-09-10,3,4,4,4
11823,2009-09-10,3,4,5,9
11824,2009-09-10,3,1,2,16
11825,2009-09-10,3,4,3,1
11826,2009-09-11,4,4,1,2
11827,2009-09-11,4,3,6,2
11828,2009-09-11,4,3,5,2
11829,2009-09-11,4,3,2,1
11830,2009-09-11,4,1,3,3
11831,2009-09-14,0,2,5,3
11832,2009-09-14,0,4,1,2
11833,2009-09-14,0,4,3,7
11834,2009-09-14,0,1,4,2
11835,2009-09-15,1,2,3,4
11836,2009-09-15,1,1,2,8
11837,2009-09-15,1,3,6,5
11838,2009-09-15,1,1,5,4
11839,2009-09-15,1,4,1,6
11840,2009-09-15,1,4,4,8
11841,2009-09-16,2,1,5,3
11842,2009-09-16,2,2,5,17
11843,2009-09-16,2,1,6,4
11844,2009-09-16,2,3,3,9
11845,2009-09-16,2,4,1,1
11846,2009-09-16,2,2,4,4
11847,2009-09-16,2,4,2,4
11848,2009-09-17,3,4,1,12
11849,2009-09-17,3,2,3,7
11850,2009-09-17,3,4,2,1
11851,2009-09-17,3,1,4,5
11852,2009-09-17,3,4,6,1
11853,2009-09-17,3,3,5,6
11854,2009-09-18,4,3,4,3
11855,2009-09-18,4,1,3,9
11856,2009-09-18,4,4,2,6
11857,2009-09-18,4,1,5,6
11858,2009-09-21,0,1,6,1
11859,2009-09-21,0,3,1,5
11860,2009-09-21,0,2,4,7
11861,2009-09-22,1,2,3,2
11862,2009-09-22,1,3,6,5
11863,2009-09-22,1,1,2,2
11864,2009-09-22,1,2,4,7
11865,2009-09-22,1,1,1,4
11866,2009-09-22,1,2,5,3
11867,2009-09-22,1,4,3,4
11868,2009-09-23,2,2,2,2
11869,2009-09-23,2,1,4,8
11870,2009-09-23,2,4,5,9
11871,2009-09-23,2,3,6,12
11872,2009-09-23,2,1,1,4
11873,2009-09-23,2,2,3,13
11874,2009-09-24,3,2,1,5
11875,2009-09-24,3,2,3,7
11876,2009-09-24,3,2,2,3
11877,2009-09-25,4,1,1,7
11878,2009-09-25,4,3,6,7
11879,2009-09-25,4,1,5,6
11880,2009-09-25,4,4,2,2
11881,2009-09-25,4,4,4,5
11882,2009-09-28,0,1,6,3
11883,2009-09-28,0,1,4,3
11884,2009-09-28,0,4,2,4
11885,2009-09-28,0,2,3,16
11886,2009-09-28,0,3,1,9
11887,2009-09-28,0,1,5,3
11888,2009-09-30,2,2,3,9
11889,2009-09-30,2,2,5,10
11890,2009-09-30,2,4,2,3
11891,2009-09-30,2,2,6,5
11892,2009-09-30,2,2,1,4
11893,2009-09-30,2,4,4,6
11894,2009-10-01,3,3,2,6
11895,2009-10-01,3,3,6,6
11896,2009-10-01,3,2,5,1
11897,2009-10-01,3,2,3,14
11898,2009-10-01,3,3,1,7
11899,2009-10-01,3,1,4,2
11900,2009-10-02,4,2,2,4
11901,2009-10-02,4,3,6,12
11902,2009-10-02,4,2,4,10
11903,2009-10-02,4,1,1,5
11904,2009-10-02,4,2,5,17
11905,2009-10-02,4,1,3,1
11906,2009-10-05,0,1,4,1
11907,2009-10-05,0,1,2,7
11908,2009-10-05,0,4,6,5
11909,2009-10-05,0,4,1,4
11910,2009-10-05,0,3,3,10
11911,2009-10-06,1,1,3,6
11912,2009-10-06,1,4,4,10
11913,2009-10-06,1,2,1,10
11914,2009-10-06,1,2,5,7
11915,2009-10-06,1,2,2,7
11916,2009-10-06,1,4,6,6
11917,2009-10-07,2,3,5,4
11918,2009-10-07,2,2,3,5
11919,2009-10-07,2,2,6,1
11920,2009-10-07,2,3,1,3
11921,2009-10-07,2,4,4,3
11922,2009-10-07,2,4,2,6
11923,2009-10-08,3,1,1,9
11924,2009-10-08,3,4,3,4
11925,2009-10-08,3,3,6,11
11926,2009-10-08,3,2,5,4
11927,2009-10-08,3,2,2,1
11928,2009-10-08,3,4,4,1
11929,2009-10-09,4,4,4,2
11930,2009-10-09,4,1,5,13
11931,2009-10-09,4,2,6,5
11932,2009-10-09,4,4,1,17
11933,2009-10-09,4,2,3,3
11934,2009-10-09,4,2,2,1
11935,2009-10-12,0,1,6,7
11936,2009-10-12,0,4,4,4
11937,2009-10-12,0,4,3,7
11938,2009-10-12,0,2,5,5
11939,2009-10-13,1,3,5,8
11940,2009-10-13,1,1,6,4
11941,2009-10-13,1,2,3,11
11942,2009-10-13,1,1,1,9
11943,2009-10-13,1,4,4,1
11944,2009-10-14,2,3,4,5
11945,2009-10-14,2,4,2,5
11946,2009-10-14,2,2,5,2
11947,2009-10-14,2,4,1,7
11948,2009-10-15,3,3,2,17
11949,2009-10-15,3,1,3,4
11950,2009-10-15,3,4,4,4
11951,2009-10-15,3,1,1,1
11952,2009-10-16,4,1,4,10
11953,2009-10-16,4,3,5,3
11954,2009-10-16,4,3,6,16
11955,2009-10-16,4,1,2,3
11956,2009-10-16,4,4,1,7
11957,2009-10-19,0,1,6,2
11958,2009-10-19,0,2,4,3
11959,2009-10-19,0,2,2,1
11960,2009-10-19,0,1,3,3
11961,2009-10-19,0,1,5,1
11962,2009-10-19,0,3,1,4
11963,2009-10-20,1,2,1,7
11964,2009-10-20,1,2,6,13
11965,2009-10-20,1,4,5,14
11966,2009-10-20,1,3,2,6
11967,2009-10-20,1,2,3,2
11968,2009-10-20,1,2,4,11
11969,2009-10-21,2,2,5,1
11970,2009-10-21,2,2,4,7
11971,2009-10-21,2,3,1,13
11972,2009-10-21,2,1,2,10
11973,2009-10-21,2,3,3,1
11974,2009-10-22,3,2,4,1
11975,2009-10-22,3,1,2,9
11976,2009-10-22,3,4,6,7
11977,2009-10-22,3,1,3,1
11978,2009-10-22,3,4,1,1
11979,2009-10-22,3,4,5,6
11980,2009-10-23,4,1,3,10
11981,2009-10-23,4,2,2,7
11982,2009-10-23,4,1,6,5
11983,2009-10-23,4,4,1,2
11984,2009-10-23,4,3,4,6
11985,2009-10-23,4,1,5,7
11986,2009-10-26,0,2,6,4
11987,2009-10-26,0,3,5,1
11988,2009-10-26,0,4,1,4
11989,2009-10-26,0,2,2,1
11990,2009-10-26,0,2,3,14
11991,2009-10-26,0,3,2,5
11992,2009-10-26,0,1,4,1
11993,2009-10-27,1,2,3,1
11994,2009-10-27,1,4,4,15
11995,2009-10-27,1,4,2,2
11996,2009-10-27,1,1,6,10
11997,2009-10-27,1,4,5,7
11998,2009-10-28,2,4,2,2
11999,2009-10-28,2,3,3,4
12000,2009-10-28,2,3,1,2
12001,2009-10-28,2,2,4,4
12002,2009-10-28,2,4,6,2
12003,2009-10-28,2,2,5,13
12004,2009-10-29,3,4,4,7
12005,2009-10-29,3,4,6,7
12006,2009-10-29,3,1,5,6
12007,2009-10-29,3,2,1,4
12008,2009-10-29,3,4,2,4
12009,2009-10-29,3,4,3,4
12010,2009-10-30,4,2,5,1
12011,2009-11-02,0,4,3,9
12012,2009-11-02,0,4,2,9
12013,2009-11-02,0,1,4,7
12014,2009-11-02,0,1,6,3
12015,2009-11-02,0,1,1,2
12016,2009-11-03,1,1,6,1
12017,2009-11-03,1,1,3,13
12018,2009-11-03,1,2,2,1
12019,2009-11-03,1,1,1,14
12020,2009-11-03,1,4,5,11
12021,2009-11-03,1,4,4,3
12022,2009-11-03,1,2,4,2
12023,2009-11-03,1,2,4,2
12024,2009-11-04,2,3,5,1
12025,2009-11-04,2,1,6,7
12026,2009-11-04,2,2,2,14
12027,2009-11-04,2,4,4,8
12028,2009-11-04,2,1,3,12
12029,2009-11-04,2,3,1,5
12030,2009-11-05,3,2,4,11
12031,2009-11-05,3,1,6,11
12032,2009-11-05,3,1,2,2
12033,2009-11-05,3,4,5,16
12034,2009-11-05,3,3,1,2
12035,2009-11-06,4,2,2,6
12036,2009-11-06,4,2,4,1
12037,2009-11-06,4,3,3,1
12038,2009-11-06,4,3,6,9
12039,2009-11-06,4,4,5,2
12040,2009-11-09,0,1,2,5
12041,2009-11-09,0,1,4,3
12042,2009-11-09,0,4,3,6
12043,2009-11-09,0,1,6,14
12044,2009-11-10,1,2,3,7
12045,2009-11-10,1,4,2,5
12046,2009-11-10,1,4,5,11
12047,2009-11-10,1,4,1,3
12048,2009-11-10,1,2,4,2
12049,2009-11-10,1,4,4,9
12050,2009-11-10,1,1,6,3
12051,2009-11-10,1,3,6,5
12052,2009-11-11,2,1,1,2
12053,2009-11-11,2,1,5,9
12054,2009-11-11,2,3,2,4
12055,2009-11-11,2,4,3,13
12056,2009-11-11,2,2,4,5
12057,2009-11-12,3,1,6,11
12058,2009-11-12,3,2,4,6
12059,2009-11-12,3,2,1,9
12060,2009-11-12,3,1,5,12
12061,2009-11-12,3,4,2,9
12062,2009-11-12,3,1,3,11
12063,2009-11-13,4,2,4,8
12064,2009-11-13,4,1,5,9
12065,2009-11-13,4,3,2,2
12066,2009-11-13,4,4,1,4
12067,2009-11-13,4,1,3,5
12068,2009-11-13,4,1,6,2
12069,2009-11-16,0,1,4,5
12070,2009-11-16,0,3,2,2
12071,2009-11-16,0,4,3,1
12072,2009-11-16,0,2,1,7
12073,2009-11-16,0,4,6,1
12074,2009-11-16,0,3,5,4
12075,2009-11-17,1,3,6,12
12076,2009-11-17,1,2,5,12
12077,2009-11-17,1,3,3,3
12078,2009-11-17,1,4,4,13
12079,2009-11-18,2,2,4,5
12080,2009-11-18,2,3,6,2
12081,2009-11-18,2,4,5,3
12082,2009-11-18,2,3,3,1
12083,2009-11-18,2,2,2,3
12084,2009-11-19,3,2,4,8
12085,2009-11-19,3,2,2,1
12086,2009-11-19,3,1,1,11
12087,2009-11-19,3,2,3,15
12088,2009-11-19,3,1,5,3
12089,2009-11-20,4,4,3,13
12090,2009-11-20,4,1,1,7
12091,2009-11-20,4,3,5,3
12092,2009-11-20,4,1,2,10
12093,2009-11-20,4,4,6,2
12094,2009-11-23,0,2,6,11
12095,2009-11-23,0,2,3,13
12096,2009-11-23,0,3,1,5
12097,2009-11-23,0,1,5,2
12098,2009-11-23,0,1,4,3
12099,2009-11-23,0,4,2,6
12100,2009-11-24,1,3,2,7
12101,2009-11-24,1,4,4,12
12102,2009-11-24,1,2,5,8
12103,2009-11-24,1,3,3,1
12104,2009-11-24,1,4,6,7
12105,2009-11-24,1,3,1,1
12106,2009-11-26,3,3,6,8
12107,2009-11-26,3,1,1,3
12108,2009-11-27,4,4,2,16
12109,2009-11-27,4,1,4,7
12110,2009-11-27,4,3,3,6
12111,2009-11-27,4,1,5,1
12112,2009-11-27,4,1,1,10
12113,2009-11-27,4,4,6,5
12114,2009-11-30,0,2,2,2
12115,2009-11-30,0,4,3,13
12116,2009-11-30,0,4,6,2
12117,2009-11-30,0,1,4,6
12118,2009-12-01,1,4,2,4
12119,2009-12-01,1,1,6,8
12120,2009-12-01,1,3,1,7
12121,2009-12-01,1,4,4,3
12122,2009-12-01,1,4,5,7
12123,2009-12-02,2,1,3,2
12124,2009-12-02,2,2,6,1
12125,2009-12-02,2,3,4,4
12126,2009-12-02,2,4,3,7
12127,2009-12-03,3,4,6,1
12128,2009-12-03,3,4,5,15
12129,2009-12-03,3,1,1,4
12130,2009-12-03,3,2,4,3
12131,2009-12-03,3,1,3,9
12132,2009-12-03,3,1,2,2
12133,2009-12-04,4,4,5,1
12134,2009-12-04,4,3,3,7
12135,2009-12-04,4,4,6,7
12136,2009-12-04,4,1,2,1
12137,2009-12-04,4,2,1,3
12138,2009-12-04,4,2,4,10
12139,2009-12-07,0,4,6,6
12140,2009-12-07,0,4,3,3
12141,2009-12-07,0,4,1,6
12142,2009-12-07,0,3,4,2
12143,2009-12-07,0,3,5,7
12144,2009-12-07,0,3,2,1
12145,2009-12-08,1,2,2,12
12146,2009-12-08,1,3,6,3
12147,2009-12-08,1,4,3,8
12148,2009-12-08,1,3,4,8
12149,2009-12-08,1,4,1,1
12150,2009-12-08,1,2,5,1
12151,2009-12-08,1,2,6,4
12152,2009-12-09,2,4,3,9
12153,2009-12-09,2,1,1,5
12154,2009-12-09,2,3,2,5
12155,2009-12-09,2,3,6,6
12156,2009-12-09,2,1,5,3
12157,2009-12-10,3,3,4,8
12158,2009-12-10,3,4,5,1
12159,2009-12-10,3,2,2,8
12160,2009-12-10,3,2,1,1
12161,2009-12-10,3,1,3,9
12162,2009-12-10,3,2,6,4
12163,2009-12-14,0,4,6,2
12164,2009-12-14,0,2,2,1
12165,2009-12-14,0,1,5,14
12166,2009-12-14,0,4,3,12
12167,2009-12-14,0,2,4,9
12168,2009-12-14,0,4,1,1
12169,2009-12-14,0,4,1,2
12170,2009-12-15,1,4,6,5
12171,2009-12-15,1,1,4,1
12172,2009-12-15,1,2,1,8
12173,2009-12-15,1,4,5,2
12174,2009-12-16,2,1,6,8
12175,2009-12-16,2,3,3,3
12176,2009-12-16,2,3,4,10
12177,2009-12-16,2,2,5,6
12178,2009-12-16,2,1,1,1
12179,2009-12-16,2,1,2,7
12180,2009-12-17,3,3,5,3
12181,2009-12-17,3,4,1,2
12182,2009-12-17,3,3,2,8
12183,2009-12-17,3,1,6,11
12184,2009-12-17,3,4,3,4
12185,2009-12-17,3,3,4,1
12186,2009-12-18,4,1,3,7
12187,2009-12-18,4,1,4,3
12188,2009-12-18,4,3,5,5
12189,2009-12-18,4,3,2,7
12190,2009-12-18,4,2,1,5
12191,2009-12-18,4,3,6,2
12192,2009-12-21,0,1,3,4
12193,2009-12-21,0,3,2,12
12194,2009-12-21,0,2,1,6
12195,2009-12-21,0,4,4,10
12196,2009-12-21,0,1,5,4
12197,2009-12-23,2,2,4,4
12198,2009-12-23,2,4,2,16
12199,2009-12-23,2,3,1,4
12200,2009-12-23,2,4,3,5
12201,2009-12-23,2,3,6,11
12202,2009-12-23,2,2,5,11
12203,2009-12-24,3,2,1,10
12204,2009-12-24,3,4,6,9
12205,2009-12-24,3,2,3,2
12206,2009-12-24,3,4,2,2
12207,2009-12-25,4,2,6,2
12208,2009-12-25,4,2,2,2
12209,2009-12-25,4,2,5,3
12210,2009-12-25,4,4,3,14
12211,2009-12-25,4,3,1,2
12212,2009-12-25,4,3,4,8
12213,2009-12-28,0,1,5,3
12214,2009-12-28,0,2,3,12
12215,2009-12-28,0,2,1,4
12216,2009-12-28,0,3,4,1
12217,2009-12-28,0,2,6,7
12218,2009-12-28,0,2,2,10
12219,2009-12-29,1,3,4,10
12220,2009-12-29,1,3,5,11
12221,2009-12-29,1,2,1,2
12222,2009-12-29,1,4,2,3
12223,2009-12-30,2,4,6,13
12224,2009-12-31,3,4,5,6
12225,2009-12-31,3,4,2,6
12226,2009-12-31,3,3,6,7
12227,2010-01-01,4,2,4,2
12228,2010-01-01,4,2,5,3
12229,2010-01-01,4,3,3,1
12230,2010-01-01,4,3,6,4
12231,2010-01-01,4,1,5,2
12232,2010-01-01,4,1,2,15
12233,2010-01-01,4,2,1,1
12234,2010-01-04,0,3,3,2
12235,2010-01-04,0,2,5,9
12236,2010-01-04,0,3,6,4
12237,2010-01-04,0,2,2,5
12238,2010-01-04,0,4,1,2
12239,2010-01-04,0,2,4,3
12240,2010-01-05,1,3,1,17
12241,2010-01-05,1,3,6,2
12242,2010-01-05,1,3,5,4
12243,2010-01-05,1,1,2,1
12244,2010-01-05,1,2,4,2
12245,2010-01-05,1,3,3,5
12246,2010-01-06,2,3,5,2
12247,2010-01-06,2,2,2,15
12248,2010-01-06,2,3,3,2
12249,2010-01-06,2,2,6,6
12250,2010-01-06,2,4,4,2
12251,2010-01-06,2,4,1,8
12252,2010-01-06,2,1,5,10
12253,2010-01-07,3,4,5,4
12254,2010-01-07,3,2,1,11
12255,2010-01-07,3,1,4,1
12256,2010-01-07,3,1,3,5
12257,2010-01-07,3,1,6,5
12258,2010-01-07,3,1,2,10
12259,2010-01-08,4,4,5,3
12260,2010-01-11,0,1,6,11
12261,2010-01-11,0,4,3,2
12262,2010-01-11,0,1,5,5
12263,2010-01-12,1,1,3,3
12264,2010-01-12,1,3,5,5
12265,2010-01-12,1,4,2,6
12266,2010-01-12,1,2,4,3
12267,2010-01-12,1,4,1,9
12268,2010-01-12,1,2,4,8
12269,2010-01-12,1,3,6,1
12270,2010-01-13,2,1,5,4
12271,2010-01-13,2,3,2,13
12272,2010-01-13,2,2,4,11
12273,2010-01-14,3,2,6,3
12274,2010-01-15,4,3,6,5
12275,2010-01-15,4,4,1,6
12276,2010-01-15,4,3,2,16
12277,2010-01-15,4,2,3,8
12278,2010-01-15,4,2,4,6
12279,2010-01-15,4,4,5,7
12280,2010-01-18,0,4,2,5
12281,2010-01-18,0,2,6,9
12282,2010-01-18,0,2,4,3
12283,2010-01-18,0,4,3,2
12284,2010-01-18,0,2,1,1
12285,2010-01-18,0,4,5,2
12286,2010-01-19,1,1,5,10
12287,2010-01-19,1,2,1,1
12288,2010-01-19,1,3,2,2
12289,2010-01-19,1,3,3,1
12290,2010-01-19,1,4,4,7
12291,2010-01-19,1,2,6,4
12292,2010-01-20,2,4,2,9
12293,2010-01-20,2,1,4,4
12294,2010-01-20,2,2,3,9
12295,2010-01-20,2,3,1,1
12296,2010-01-20,2,4,6,1
12297,2010-01-20,2,2,5,3
12298,2010-01-21,3,3,6,13
12299,2010-01-21,3,1,3,13
12300,2010-01-21,3,2,4,8
12301,2010-01-21,3,2,2,5
12302,2010-01-21,3,3,1,5
12303,2010-01-21,3,1,5,9
12304,2010-01-22,4,4,5,16
12305,2010-01-22,4,1,2,3
12306,2010-01-22,4,2,6,4
12307,2010-01-22,4,2,1,3
12308,2010-01-22,4,4,3,6
12309,2010-01-22,4,1,4,4
12310,2010-01-25,0,1,3,5
12311,2010-01-25,0,4,2,10
12312,2010-01-25,0,2,6,14
12313,2010-01-25,0,3,4,16
12314,2010-01-25,0,3,1,10
12315,2010-01-25,0,2,5,10
12316,2010-01-26,1,4,4,13
12317,2010-01-26,1,1,1,12
12318,2010-01-26,1,2,2,2
12319,2010-01-26,1,4,3,6
12320,2010-01-26,1,4,5,8
12321,2010-01-26,1,4,6,5
12322,2010-01-27,2,1,2,2
12323,2010-01-27,2,2,3,4
12324,2010-01-27,2,3,1,1
12325,2010-01-27,2,2,6,3
12326,2010-01-27,2,4,5,7
12327,2010-01-27,2,3,4,11
12328,2010-01-28,3,1,3,10
12329,2010-01-28,3,4,2,1
12330,2010-01-28,3,2,1,7
12331,2010-01-28,3,2,6,5
12332,2010-01-29,4,2,5,2
12333,2010-01-29,4,4,4,4
12334,2010-01-29,4,3,3,4
12335,2010-02-01,0,1,3,14
12336,2010-02-01,0,1,1,1
12337,2010-02-01,0,4,6,2
12338,2010-02-01,0,1,5,9
12339,2010-02-02,1,4,6,4
12340,2010-02-02,1,4,4,6
12341,2010-02-02,1,4,5,11
12342,2010-02-02,1,3,1,1
12343,2010-02-02,1,1,3,4
12344,2010-02-02,1,1,2,10
12345,2010-02-03,2,1,2,15
12346,2010-02-03,2,1,3,10
12347,2010-02-03,2,1,6,3
12348,2010-02-03,2,3,1,4
12349,2010-02-03,2,4,4,2
12350,2010-02-03,2,1,5,5
12351,2010-02-04,3,4,2,2
12352,2010-02-04,3,3,6,9
12353,2010-02-05,4,4,5,7
12354,2010-02-05,4,3,1,10
12355,2010-02-05,4,2,2,5
12356,2010-02-05,4,2,4,3
12357,2010-02-05,4,4,6,1
12358,2010-02-05,4,4,3,9
12359,2010-02-08,0,1,2,2
12360,2010-02-09,1,4,5,3
12361,2010-02-09,1,1,2,4
