id,Date,Weekday,User_NO,Stationery_NO,Price,Count,All_Price
10975,2008-01-03,3,3,3,90390,56,5061840
10976,2008-01-03,3,2,4,18760,20,375200
10977,2008-01-04,4,1,3,69103,94,6495682
10978,2008-01-04,4,2,4,111046,93,10327278
10979,2008-01-04,4,2,5,160942,85,13680070
10980,2008-01-04,4,3,2,152834,36,5502024
10981,2008-01-04,4,2,6,119360,47,5609920
10982,2008-01-04,4,4,1,249238,25,6230950
10983,2008-01-07,0,3,6,243161,25,6079025
10984,2008-01-07,0,4,1,288721,23,6640583
10985,2008-01-07,0,2,3,11806,92,1086152
10986,2008-01-08,1,2,3,284287,31,8812897
10987,2008-01-08,1,3,6,22032,94,2071008
10988,2008-01-08,1,4,2,290075,99,28717425
10989,2008-01-08,1,3,1,277624,23,6385352
10990,2008-01-08,1,2,1,40787,23,938101
10991,2008-01-08,1,3,5,264672,63,16674336
10992,2008-01-08,1,2,1,206884,54,11171736
10993,2008-01-09,2,4,2,91313,49,4474337
10994,2008-01-09,2,4,4,144740,30,4342200
10995,2008-01-09,2,1,3,83773,83,6953159
10996,2008-01-09,2,3,1,244592,77,18833584
10997,2008-01-09,2,2,6,82795,81,6706395
10998,2008-01-10,3,3,5,130567,51,6658917
10999,2008-01-10,3,4,3,230478,77,17746806
11000,2008-01-10,3,1,6,134131,29,3889799
11001,2008-01-10,3,3,4,203809,25,5095225
11002,2008-01-10,3,2,1,265287,47,12468489
11003,2008-01-10,3,4,4,155190,85,13191150
11004,2008-01-10,3,2,2,204409,47,9607223
11005,2008-01-11,4,3,6,7547,23,173581
11006,2008-01-11,4,2,3,113226,60,6793560
11007,2008-01-11,4,4,1,44017,99,4357683
11008,2008-01-11,4,4,5,78352,37,2899024
11009,2008-01-11,4,4,2,203254,70,14227780
11010,2008-01-11,4,3,6,280770,37,10388490
11011,2008-01-11,4,1,4,276809,79,21867911
11012,2008-01-11,4,4,3,35999,37,1331963
11013,2008-01-14,0,4,3,108663,79,8584377
11014,2008-01-14,0,2,6,285808,97,27723376
11015,2008-01-14,0,4,1,183724,50,9186200
11016,2008-01-14,0,2,5,137394,40,5495760
11017,2008-01-14,0,4,4,162936,79,12871944
11018,2008-01-14,0,2,2,272854,29,7912766
11019,2008-01-15,1,1,2,17086,80,1366880
11020,2008-01-15,1,1,6,294586,78,22977708
11021,2008-01-15,1,1,4,113251,79,8946829
11022,2008-01-15,1,1,3,190715,54,10298610
11023,2008-01-15,1,2,1,109588,89,9753332
11024,2008-01-15,1,4,5,105518,97,10235246
11025,2008-01-16,2,3,6,124451,43,5351393
11026,2008-01-16,2,3,4,231066,39,9011574
11027,2008-01-16,2,2,2,246682,92,22694744
11028,2008-01-16,2,2,5,206853,81,16755093
11029,2008-01-16,2,3,3,34705,78,2706990
11030,2008-01-16,2,4,5,131498,71,9336358
11031,2008-01-17,3,2,4,2452,70,171640
11032,2008-01-17,3,1,1,158098,45,7114410
11033,2008-01-17,3,3,6,198702,95,18876690
11034,2008-01-17,3,4,5,280554,42,11783268
11035,2008-01-18,4,3,3,182039,52,9466028
11036,2008-01-18,4,3,6,86008,90,7740720
11037,2008-01-18,4,1,5,26304,93,2446272
11038,2008-01-18,4,2,2,77735,39,3031665
11039,2008-01-18,4,4,1,25368,65,1648920
11040,2008-01-18,4,2,4,74424,87,6474888
11041,2008-01-21,0,2,1,211037,51,10762887
11042,2008-01-22,1,1,4,135110,63,8511930
11043,2008-01-22,1,3,1,57861,75,4339575
11044,2008-01-22,1,3,6,151943,90,13674870
11045,2008-01-22,1,4,2,67619,45,3042855
11046,2008-01-22,1,1,3,151630,36,5458680
11047,2008-01-22,1,1,5,172203,43,7404729
11048,2008-01-23,2,3,2,294346,47,13834262
11049,2008-01-23,2,3,3,56085,67,3757695
11050,2008-01-23,2,3,4,156250,57,8906250
11051,2008-01-23,2,1,1,52741,22,1160302
11052,2008-01-23,2,1,1,35680,61,2176480
11053,2008-01-23,2,4,5,228860,69,15791340
11054,2008-01-23,2,1,6,42572,96,4086912
11055,2008-01-23,2,1,6,166339,63,10479357
11056,2008-01-24,3,3,3,38202,79,3017958
11057,2008-01-24,3,1,5,201130,40,8045200
11058,2008-01-24,3,2,6,238079,66,15713214
11059,2008-01-24,3,1,1,24535,27,662445
11060,2008-01-24,3,1,4,227906,40,9116240
11061,2008-01-25,4,3,4,155820,79,12309780
11062,2008-01-25,4,1,2,142649,46,6561854
11063,2008-01-25,4,2,3,44523,33,1469259
11064,2008-01-25,4,3,5,104661,63,6593643
11065,2008-01-25,4,2,6,162921,56,9123576
11066,2008-01-25,4,1,1,65598,97,6363006
11067,2008-01-28,0,1,2,226311,88,19915368
11068,2008-01-28,0,1,1,141388,37,5231356
11069,2008-01-28,0,2,4,5235,92,481620
11070,2008-01-28,0,4,3,98960,54,5343840
11071,2008-01-28,0,2,6,95161,89,8469329
11072,2008-01-29,1,4,3,231035,54,12475890
11073,2008-01-29,1,4,4,27699,88,2437512
11074,2008-01-29,1,3,5,100111,99,9910989
11075,2008-01-30,2,1,1,177291,29,5141439
11076,2008-01-30,2,1,4,148279,63,9341577
11077,2008-01-30,2,4,3,33694,54,1819476
11078,2008-01-30,2,3,5,214278,70,14999460
11079,2008-01-30,2,1,6,276082,31,8558542
11080,2008-01-30,2,2,2,289500,81,23449500
11081,2008-01-31,3,3,4,60463,32,1934816
11082,2008-01-31,3,4,2,45459,50,2272950
11083,2008-01-31,3,3,1,283459,85,24094015
11084,2008-01-31,3,3,6,40556,37,1500572
11085,2008-01-31,3,1,3,115861,35,4055135
11086,2008-01-31,3,3,5,40048,75,3003600
11087,2008-02-01,4,4,3,273538,49,13403362
11088,2008-02-01,4,3,5,112913,75,8468475
11089,2008-02-01,4,3,4,96970,73,7078810
11090,2008-02-01,4,2,2,246250,38,9357500
11091,2008-02-01,4,4,6,105895,31,3282745
11092,2008-02-01,4,1,6,225947,58,13104926
11093,2008-02-01,4,4,1,21738,55,1195590
11094,2008-02-04,0,2,2,6546,30,196380
11095,2008-02-04,0,4,1,151307,62,9381034
11096,2008-02-04,0,4,6,222347,99,22012353
11097,2008-02-04,0,3,4,39195,76,2978820
11098,2008-02-04,0,2,5,65226,94,6131244
11099,2008-02-05,1,4,6,188023,21,3948483
11100,2008-02-05,1,3,6,176948,28,4954544
11101,2008-02-05,1,1,5,167992,63,10583496
11102,2008-02-05,1,4,4,201903,31,6258993
11103,2008-02-05,1,4,2,118044,61,7200684
11104,2008-02-05,1,2,3,53287,51,2717637
11105,2008-02-05,1,4,3,11171,73,815483
11106,2008-02-05,1,1,1,96163,55,5288965
11107,2008-02-06,2,4,3,39467,86,3394162
11108,2008-02-06,2,4,6,10724,50,536200
11109,2008-02-06,2,1,4,167401,94,15735694
11110,2008-02-06,2,2,2,254122,94,23887468
11111,2008-02-06,2,1,1,85174,43,3662482
11112,2008-02-06,2,1,5,298996,52,15547792
11113,2008-02-07,3,4,1,124458,59,7343022
11114,2008-02-07,3,1,2,142835,71,10141285
11115,2008-02-07,3,1,4,28107,87,2445309
11116,2008-02-07,3,3,3,191004,82,15662328
11117,2008-02-07,3,3,2,260640,49,12771360
11118,2008-02-07,3,4,6,8585,89,764065
11119,2008-02-07,3,1,3,25866,29,750114
11120,2008-02-07,3,4,5,29738,99,2944062
11121,2008-02-08,4,2,3,170436,69,11760084
11122,2008-02-08,4,4,5,111635,91,10158785
11123,2008-02-11,0,3,2,35223,85,2993955
11124,2008-02-11,0,4,1,10932,65,710580
11125,2008-02-12,1,4,6,258980,68,17610640
11126,2008-02-12,1,1,2,71211,56,3987816
11127,2008-02-12,1,2,4,134523,46,6188058
11128,2008-02-12,1,1,5,131234,40,5249360
11129,2008-02-12,1,4,1,94993,70,6649510
11130,2008-02-12,1,4,3,156006,29,4524174
11131,2008-02-13,2,4,2,83963,20,1679260
11132,2008-02-13,2,3,3,83978,78,6550284
11133,2008-02-13,2,4,2,298724,26,7766824
11134,2008-02-13,2,3,4,122789,58,7121762
11135,2008-02-14,3,1,4,143576,73,10481048
11136,2008-02-14,3,1,2,189775,21,3985275
11137,2008-02-14,3,3,2,39725,89,3535525
11138,2008-02-14,3,2,5,92599,71,6574529
11139,2008-02-14,3,1,6,182430,46,8391780
11140,2008-02-14,3,3,1,248902,35,8711570
11141,2008-02-14,3,3,3,275408,87,23960496
11142,2008-02-15,4,4,4,135705,60,8142300
11143,2008-02-15,4,3,1,194403,93,18079479
11144,2008-02-15,4,3,3,103921,25,2598025
11145,2008-02-15,4,2,2,173737,73,12682801
11146,2008-02-15,4,2,6,254393,34,8649362
11147,2008-02-18,0,3,6,62544,32,2001408
11148,2008-02-18,0,1,1,5052,92,464784
11149,2008-02-18,0,3,5,270287,52,14054924
11150,2008-02-18,0,3,4,178006,20,3560120
11151,2008-02-18,0,3,3,174824,71,12412504
11152,2008-02-18,0,1,2,16830,54,908820
11153,2008-02-18,0,2,4,163785,45,7370325
11154,2008-02-19,1,4,4,186434,42,7830228
11155,2008-02-19,1,1,1,18006,44,792264
11156,2008-02-19,1,3,5,199002,38,7562076
11157,2008-02-19,1,3,2,109816,57,6259512
11158,2008-02-21,3,2,4,35811,90,3222990
11159,2008-02-21,3,3,2,7783,76,591508
11160,2008-02-21,3,4,6,16586,58,961988
11161,2008-02-21,3,1,5,31758,23,730434
11162,2008-02-22,4,1,3,36813,64,2356032
11163,2008-02-22,4,1,2,37829,92,3480268
11164,2008-02-22,4,1,1,26634,89,2370426
11165,2008-02-22,4,3,2,136531,85,11605135
11166,2008-02-22,4,2,6,179625,93,16705125
11167,2008-02-22,4,1,4,71123,38,2702674
11168,2008-02-25,0,2,6,49679,98,4868542
11169,2008-02-25,0,4,4,259036,89,23054204
11170,2008-02-25,0,3,5,81817,68,5563556
11171,2008-02-25,0,3,2,275904,46,12691584
11172,2008-02-25,0,2,5,258864,42,10872288
11173,2008-02-25,0,3,1,266407,45,11988315
11174,2008-02-25,0,1,3,65454,91,5956314
11175,2008-02-26,1,1,6,156311,95,14849545
11176,2008-02-26,1,2,1,288198,68,19597464
11177,2008-02-26,1,3,1,97631,33,3221823
11178,2008-02-26,1,4,3,211393,69,14586117
11179,2008-02-26,1,4,5,25857,93,2404701
11180,2008-02-26,1,3,4,203032,52,10557664
11181,2008-02-26,1,3,2,72224,28,2022272
11182,2008-02-27,2,3,2,126285,65,8208525
11183,2008-02-27,2,1,6,199013,48,9552624
11184,2008-02-27,2,4,5,219705,68,14939940
11185,2008-02-27,2,1,3,22116,26,575016
11186,2008-02-28,3,3,6,66103,49,3239047
11187,2008-02-28,3,4,3,25684,79,2029036
11188,2008-02-28,3,1,2,180799,46,8316754
11189,2008-02-28,3,2,1,80660,96,7743360
11190,2008-02-28,3,2,2,285796,47,13432412
11191,2008-02-29,4,3,1,295490,44,13001560
11192,2008-02-29,4,3,2,31041,91,2824731
11193,2008-02-29,4,4,5,260538,29,7555602
11194,2008-02-29,4,2,4,162350,40,6494000
11195,2008-02-29,4,1,3,142786,89,12707954
11196,2008-02-29,4,3,6,221332,86,19034552
11197,2008-03-03,0,4,3,240357,50,12017850
11198,2008-03-03,0,2,4,214635,88,18887880
11199,2008-03-03,0,3,1,134663,77,10369051
11200,2008-03-03,0,2,2,23651,69,1631919
11201,2008-03-03,0,3,4,249054,55,13697970
11202,2008-03-03,0,3,5,210312,22,4626864
11203,2008-03-03,0,4,6,199229,48,9562992
11204,2008-03-04,1,2,4,210741,44,9272604
11205,2008-03-05,2,2,2,221135,95,21007825
11206,2008-03-05,2,2,6,158572,28,4440016
11207,2008-03-05,2,4,4,43807,79,3460753
11208,2008-03-05,2,3,3,4180,86,359480
11209,2008-03-05,2,3,1,224520,85,19084200
11210,2008-03-05,2,2,5,220810,21,4637010
11211,2008-03-05,2,2,5,38782,46,1783972
11212,2008-03-06,3,3,6,54953,87,4780911
11213,2008-03-06,3,1,3,142749,89,12704661
11214,2008-03-06,3,2,1,23739,90,2136510
11215,2008-03-06,3,4,2,212693,96,20418528
11216,2008-03-06,3,2,4,263910,99,26127090
11217,2008-03-06,3,2,5,49274,30,1478220
11218,2008-03-06,3,2,2,187356,33,6182748
11219,2008-03-07,4,4,3,207465,82,17012130
11220,2008-03-07,4,2,2,191586,62,11878332
11221,2008-03-07,4,4,4,217367,86,18693562
11222,2008-03-07,4,1,1,193327,76,14692852
11223,2008-03-07,4,3,6,178955,86,15390130
11224,2008-03-07,4,3,5,233949,37,8656113
11225,2008-03-10,0,2,6,266353,68,18112004
11226,2008-03-10,0,2,5,223329,48,10719792
11227,2008-03-10,0,3,4,195888,90,17629920
11228,2008-03-10,0,3,3,266103,86,22884858
11229,2008-03-10,0,2,2,25544,48,1226112
11230,2008-03-11,1,1,4,182080,41,7465280
11231,2008-03-11,1,1,5,225729,46,10383534
11232,2008-03-11,1,1,6,274788,76,20883888
11233,2008-03-11,1,4,2,211364,35,7397740
11234,2008-03-11,1,2,3,120904,69,8342376
11235,2008-03-11,1,2,1,184613,21,3876873
11236,2008-03-11,1,2,1,192920,65,12539800
11237,2008-03-12,2,3,6,233866,80,18709280
11238,2008-03-12,2,2,4,279984,25,6999600
11239,2008-03-12,2,3,1,261578,51,13340478
11240,2008-03-12,2,3,5,253238,30,7597140
11241,2008-03-12,2,1,3,218720,47,10279840
11242,2008-03-12,2,1,2,149268,79,11792172
11243,2008-03-13,3,2,4,195257,22,4295654
11244,2008-03-13,3,1,6,167445,41,6865245
11245,2008-03-14,4,4,1,200216,91,18219656
11246,2008-03-14,4,1,6,21489,30,644670
11247,2008-03-14,4,2,4,160300,85,13625500
11248,2008-03-14,4,4,2,95426,22,2099372
11249,2008-03-14,4,2,5,232563,50,11628150
11250,2008-03-14,4,2,3,168062,31,5209922
11251,2008-03-17,0,4,3,104217,80,8337360
11252,2008-03-17,0,4,6,110918,61,6765998
11253,2008-03-18,1,2,5,112823,38,4287274
11254,2008-03-18,1,4,1,167207,56,9363592
11255,2008-03-18,1,1,4,177166,77,13641782
11256,2008-03-18,1,3,6,120403,62,7464986
11257,2008-03-18,1,2,2,79215,86,6812490
11258,2008-03-20,3,3,5,24813,52,1290276
11259,2008-03-20,3,1,2,207412,96,19911552
11260,2008-03-20,3,1,4,291106,99,28819494
11261,2008-03-20,3,1,4,197637,34,6719658
11262,2008-03-20,3,2,1,231008,24,5544192
11263,2008-03-20,3,1,6,278032,97,26969104
11264,2008-03-20,3,1,3,219287,22,4824314
11265,2008-03-20,3,4,4,199344,95,18937680
11266,2008-03-21,4,4,4,81073,66,5350818
11267,2008-03-21,4,2,5,219271,27,5920317
11268,2008-03-21,4,1,3,125139,98,12263622
11269,2008-03-21,4,3,1,181419,22,3991218
11270,2008-03-21,4,2,6,142456,44,6268064
11271,2008-03-24,0,3,2,32850,92,3022200
11272,2008-03-24,0,4,1,92533,48,4441584
11273,2008-03-24,0,3,6,226604,45,10197180
11274,2008-03-25,1,1,3,269285,38,10232830
11275,2008-03-25,1,2,2,22860,50,1143000
11276,2008-03-25,1,4,5,114741,59,6769719
11277,2008-03-25,1,3,6,182750,89,16264750
11278,2008-03-25,1,4,1,65080,49,3188920
11279,2008-03-25,1,3,4,136231,51,6947781
11280,2008-03-26,2,1,2,153914,76,11697464
11281,2008-03-26,2,2,1,159363,91,14502033
11282,2008-03-26,2,4,5,194387,62,12051994
11283,2008-03-26,2,2,4,126630,89,11270070
11284,2008-03-26,2,1,6,150711,65,9796215
11285,2008-03-26,2,3,3,29623,76,2251348
11286,2008-03-27,3,1,5,278635,65,18111275
11287,2008-03-27,3,2,6,41271,93,3838203
11288,2008-03-27,3,4,1,26877,85,2284545
11289,2008-03-27,3,3,3,122490,86,10534140
11290,2008-03-27,3,4,2,254342,25,6358550
11291,2008-03-27,3,3,4,105640,39,4119960
11292,2008-03-27,3,2,4,92734,44,4080296
11293,2008-03-28,4,2,5,184211,68,12526348
11294,2008-03-31,0,3,3,42463,42,1783446
11295,2008-03-31,0,2,2,74325,37,2750025
11296,2008-03-31,0,3,5,164949,67,11051583
11297,2008-03-31,0,3,4,125368,22,2758096
11298,2008-03-31,0,2,1,117938,39,4599582
11299,2008-03-31,0,2,6,273261,61,16668921
11300,2008-03-31,0,2,4,213556,92,19647152
11301,2008-04-01,1,1,4,226236,27,6108372
11302,2008-04-01,1,4,3,180087,53,9544611
11303,2008-04-01,1,1,1,27501,36,990036
11304,2008-04-01,1,2,6,205271,50,10263550
11305,2008-04-01,1,2,5,15579,68,1059372
11306,2008-04-01,1,1,2,246325,77,18967025
11307,2008-04-02,2,4,5,273355,54,14761170
11308,2008-04-02,2,3,2,214913,74,15903562
11309,2008-04-02,2,1,3,77250,83,6411750
11310,2008-04-02,2,1,2,248308,28,6952624
11311,2008-04-02,2,4,6,81628,75,6122100
11312,2008-04-02,2,3,2,188682,66,12453012
11313,2008-04-02,2,2,4,216246,89,19245894
11314,2008-04-02,2,1,2,210362,24,5048688
11315,2008-04-02,2,3,1,10436,41,427876
11316,2008-04-02,2,3,2,219802,56,12308912
11317,2008-04-03,3,1,5,72766,94,6840004
11318,2008-04-03,3,4,2,152692,20,3053840
11319,2008-04-03,3,1,6,230144,39,8975616
11320,2008-04-03,3,3,3,227582,92,20937544
11321,2008-04-04,4,3,4,181552,48,8714496
11322,2008-04-04,4,1,3,85709,95,8142355
11323,2008-04-04,4,1,6,106329,52,5529108
11324,2008-04-04,4,1,1,193732,50,9686600
11325,2008-04-04,4,1,5,272748,34,9273432
11326,2008-04-04,4,2,2,15633,96,1500768
11327,2008-04-08,1,4,4,262212,35,9177420
11328,2008-04-08,1,2,2,267594,55,14717670
11329,2008-04-08,1,1,1,33279,32,1064928
11330,2008-04-08,1,2,6,4844,98,474712
11331,2008-04-08,1,2,3,165686,61,10106846
11332,2008-04-08,1,1,5,96634,45,4348530
11333,2008-04-09,2,2,5,185343,58,10749894
11334,2008-04-09,2,2,1,202280,60,12136800
11335,2008-04-09,2,4,2,56248,49,2756152
11336,2008-04-10,3,1,1,40026,52,2081352
11337,2008-04-10,3,4,3,256890,90,23120100
11338,2008-04-10,3,2,5,287658,62,17834796
11339,2008-04-10,3,1,4,65379,94,6145626
11340,2008-04-10,3,2,2,217214,35,7602490
11341,2008-04-10,3,2,6,147994,65,9619610
11342,2008-04-11,4,1,4,157129,51,8013579
11343,2008-04-11,4,4,5,243900,89,21707100
11344,2008-04-11,4,4,2,25933,47,1218851
11345,2008-04-11,4,2,1,130562,26,3394612
11346,2008-04-11,4,4,3,219381,97,21279957
11347,2008-04-11,4,4,6,64393,30,1931790
11348,2008-04-14,0,2,1,240058,85,20404930
11349,2008-04-14,0,2,4,146894,60,8813640
11350,2008-04-14,0,2,5,29624,23,681352
11351,2008-04-14,0,2,5,38729,43,1665347
11352,2008-04-14,0,1,6,109421,98,10723258
11353,2008-04-14,0,4,3,88995,83,7386585
11354,2008-04-14,0,1,2,153885,75,11541375
11355,2008-04-14,0,1,2,226739,58,13150862
11356,2008-04-15,1,1,1,223206,52,11606712
11357,2008-04-15,1,1,4,242032,22,5324704
11358,2008-04-15,1,4,4,56149,37,2077513
11359,2008-04-16,2,4,2,98777,53,5235181
11360,2008-04-16,2,4,4,69650,96,6686400
11361,2008-04-16,2,2,5,28619,72,2060568
11362,2008-04-16,2,2,1,30240,60,1814400
11363,2008-04-16,2,1,3,229707,86,19754802
11364,2008-04-16,2,1,6,152184,71,10805064
11365,2008-04-17,3,3,3,275382,57,15696774
11366,2008-04-17,3,2,2,188589,83,15652887
11367,2008-04-17,3,4,4,231547,35,8104145
11368,2008-04-17,3,2,6,239051,50,11952550
11369,2008-04-17,3,1,1,280296,90,25226640
11370,2008-04-17,3,2,5,137816,38,5237008
11371,2008-04-17,3,4,5,223778,65,14545570
11372,2008-04-18,4,4,4,35242,49,1726858
11373,2008-04-18,4,4,2,225072,99,22282128
11374,2008-04-18,4,2,3,256086,49,12548214
11375,2008-04-18,4,2,5,192258,68,13073544
11376,2008-04-18,4,3,1,183314,72,13198608
11377,2008-04-18,4,2,6,85024,86,7312064
11378,2008-04-21,0,3,4,82999,76,6307924
11379,2008-04-21,0,2,2,96858,97,9395226
11380,2008-04-21,0,4,1,263327,46,12113042
11381,2008-04-21,0,1,5,216152,68,14698336
11382,2008-04-21,0,3,6,199274,69,13749906
11383,2008-04-22,1,1,2,28853,34,981002
11384,2008-04-22,1,2,3,244875,21,5142375
11385,2008-04-22,1,3,1,240734,32,7703488
11386,2008-04-22,1,3,5,139394,25,3484850
11387,2008-04-22,1,4,3,265899,48,12763152
11388,2008-04-22,1,4,4,102728,40,4109120
11389,2008-04-22,1,4,6,113460,45,5105700
11390,2008-04-23,2,4,4,46703,67,3129101
11391,2008-04-23,2,4,2,255795,40,10231800
11392,2008-04-23,2,1,1,203422,27,5492394
11393,2008-04-23,2,4,6,198407,85,16864595
11394,2008-04-23,2,3,5,256643,40,10265720
11395,2008-04-23,2,4,3,196036,37,7253332
11396,2008-04-24,3,1,1,79809,56,4469304
11397,2008-04-24,3,3,5,53906,55,2964830
11398,2008-04-24,3,2,2,238181,74,17625394
11399,2008-04-25,4,1,3,91720,65,5961800
11400,2008-04-25,4,3,6,89886,41,3685326
11401,2008-04-25,4,2,4,206075,62,12776650
11402,2008-04-25,4,3,2,146286,52,7606872
11403,2008-04-25,4,2,5,84536,41,3465976
11404,2008-04-25,4,1,1,217712,72,15675264
11405,2008-04-28,0,4,3,83363,71,5918773
11406,2008-04-28,0,3,2,32910,84,2764440
11407,2008-04-28,0,1,4,182796,77,14075292
11408,2008-04-28,0,2,1,14783,64,946112
11409,2008-04-29,1,3,5,3436,90,309240
11410,2008-04-29,1,1,4,46501,75,3487575
11411,2008-04-29,1,1,3,117735,72,8476920
11412,2008-04-29,1,3,2,249077,32,7970464
11413,2008-04-29,1,3,5,191557,82,15707674
11414,2008-04-29,1,2,1,130337,50,6516850
11415,2008-04-29,1,2,6,115021,37,4255777
11416,2008-04-30,2,4,2,288043,90,25923870
11417,2008-04-30,2,4,6,273959,92,25204228
11418,2008-04-30,2,3,3,51045,87,4440915
11419,2008-04-30,2,2,4,167448,92,15405216
11420,2008-04-30,2,4,1,109776,42,4610592
11421,2008-04-30,2,4,5,10619,65,690235
11422,2008-05-01,3,3,2,137055,27,3700485
11423,2008-05-01,3,4,6,38568,49,1889832
11424,2008-05-02,4,1,2,255718,29,7415822
11425,2008-05-02,4,4,1,153475,38,5832050
11426,2008-05-02,4,3,6,42580,46,1958680
11427,2008-05-02,4,1,3,51560,70,3609200
11428,2008-05-02,4,3,5,3145,65,204425
11429,2008-05-02,4,4,4,48236,29,1398844
11430,2008-05-05,0,3,1,211622,81,17141382
11431,2008-05-05,0,4,5,268281,43,11536083
11432,2008-05-05,0,1,3,213878,90,19249020
11433,2008-05-05,0,4,4,156908,91,14278628
11434,2008-05-05,0,3,2,56934,97,5522598
11435,2008-05-05,0,4,6,26861,25,671525
11436,2008-05-06,1,3,3,126125,65,8198125
11437,2008-05-06,1,3,2,14040,90,1263600
11438,2008-05-06,1,1,4,241633,33,7973889
11439,2008-05-06,1,3,1,292849,75,21963675
11440,2008-05-06,1,4,5,210963,58,12235854
11441,2008-05-06,1,4,6,263870,71,18734770
11442,2008-05-06,1,1,5,154268,87,13421316
11443,2008-05-07,2,4,6,210444,60,12626640
11444,2008-05-07,2,1,4,190883,44,8398852
11445,2008-05-07,2,1,3,95738,64,6127232
11446,2008-05-07,2,1,2,294560,37,10898720
11447,2008-05-08,3,4,4,67440,37,2495280
11448,2008-05-08,3,4,6,130932,25,3273300
11449,2008-05-08,3,1,5,40364,78,3148392
11450,2008-05-08,3,2,3,207220,34,7045480
11451,2008-05-08,3,3,6,231761,43,9965723
11452,2008-05-08,3,4,3,109927,82,9014014
11453,2008-05-08,3,3,1,91246,27,2463642
11454,2008-05-09,4,2,4,9898,96,950208
11455,2008-05-09,4,4,3,294435,53,15605055
11456,2008-05-09,4,4,6,129375,73,9444375
11457,2008-05-09,4,2,2,290201,21,6094221
11458,2008-05-09,4,1,1,84380,77,6497260
11459,2008-05-09,4,3,2,212025,49,10389225
11460,2008-05-12,0,4,5,55504,76,4218304
11461,2008-05-12,0,3,1,178493,95,16956835
11462,2008-05-12,0,4,4,128368,66,8472288
11463,2008-05-12,0,3,6,75423,52,3921996
11464,2008-05-12,0,1,2,250355,60,15021300
11465,2008-05-12,0,2,3,26775,50,1338750
11466,2008-05-13,1,4,4,220800,48,10598400
11467,2008-05-13,1,1,6,145472,91,13237952
11468,2008-05-13,1,4,1,279251,83,23177833
11469,2008-05-13,1,2,5,249421,75,18706575
11470,2008-05-13,1,3,3,112876,43,4853668
11471,2008-05-13,1,2,2,23621,57,1346397
11472,2008-05-14,2,1,4,202380,89,18011820
11473,2008-05-14,2,4,6,60578,47,2847166
11474,2008-05-14,2,2,5,197052,76,14975952
11475,2008-05-15,3,4,3,17362,57,989634
11476,2008-05-15,3,2,6,70141,98,6873818
11477,2008-05-15,3,2,2,163697,66,10804002
11478,2008-05-15,3,1,5,288819,26,7509294
11479,2008-05-15,3,3,1,135358,56,7580048
11480,2008-05-15,3,1,4,204370,78,15940860
11481,2008-05-16,4,3,1,119320,52,6204640
11482,2008-05-16,4,3,2,191965,73,14013445
11483,2008-05-16,4,4,6,274093,37,10141441
11484,2008-05-16,4,3,3,198120,52,10302240
11485,2008-05-16,4,2,5,16453,87,1431411
11486,2008-05-16,4,2,4,152499,59,8997441
11487,2008-05-19,0,3,6,145839,38,5541882
11488,2008-05-19,0,3,2,70330,47,3305510
11489,2008-05-19,0,4,1,47106,88,4145328
11490,2008-05-19,0,4,3,56554,74,4184996
11491,2008-05-20,1,2,4,83589,92,7690188
11492,2008-05-20,1,3,6,216956,96,20827776
11493,2008-05-20,1,3,5,231629,85,19688465
11494,2008-05-21,2,2,3,7171,81,580851
11495,2008-05-21,2,3,1,138318,83,11480394
11496,2008-05-21,2,3,5,4730,34,160820
11497,2008-05-21,2,1,4,133419,75,10006425
11498,2008-05-21,2,3,6,22817,71,1620007
11499,2008-05-21,2,1,2,157617,54,8511318
11500,2008-05-22,3,1,6,178177,32,5701664
11501,2008-05-22,3,3,5,287583,64,18405312
11502,2008-05-22,3,4,1,109056,98,10687488
11503,2008-05-22,3,3,4,19071,78,1487538
11504,2008-05-26,0,4,5,200230,88,17620240
11505,2008-05-26,0,1,4,168772,32,5400704
11506,2008-05-26,0,2,1,36945,26,960570
11507,2008-05-27,1,1,3,33901,75,2542575
11508,2008-05-27,1,1,4,278007,47,13066329
11509,2008-05-27,1,4,4,63679,26,1655654
11510,2008-05-27,1,2,2,136276,99,13491324
11511,2008-05-27,1,3,5,276494,35,9677290
11512,2008-05-27,1,3,6,158524,75,11889300
11513,2008-05-27,1,2,1,270431,24,6490344
11514,2008-05-27,1,1,4,298064,74,22056736
11515,2008-05-27,1,1,1,162169,86,13946534
11516,2008-05-28,2,1,6,274784,67,18410528
11517,2008-05-28,2,4,1,90147,93,8383671
11518,2008-05-28,2,4,3,103365,87,8992755
11519,2008-05-28,2,4,4,266723,25,6668075
11520,2008-05-29,3,2,2,110231,92,10141252
11521,2008-05-29,3,3,6,244803,60,14688180
11522,2008-05-29,3,2,5,293519,50,14675950
11523,2008-05-29,3,3,4,170631,69,11773539
11524,2008-05-29,3,3,5,44190,93,4109670
11525,2008-05-29,3,1,1,108257,66,7144962
11526,2008-05-29,3,3,3,129537,46,5958702
11527,2008-05-30,4,3,6,205200,89,18262800
11528,2008-05-30,4,3,5,295079,38,11213002
11529,2008-05-30,4,1,2,20976,36,755136
11530,2008-05-30,4,4,4,127742,81,10347102
11531,2008-05-30,4,1,3,106031,64,6785984
11532,2008-05-30,4,1,1,48014,72,3457008
11533,2008-06-02,0,4,6,91001,37,3367037
11534,2008-06-02,0,4,3,46178,33,1523874
